train/box_om,train/cls_om,train/dfl_om,train/box_oo,train/cls_oo,train/dfl_oo,metrics/precision(B),metrics/recall(B),metrics/mAP50-95(B),val/box_om,val/cls_om,val/dfl_om,val/box_oo,val/cls_oo,val/dfl_oo,lr/pg0,lr/pg1,lr/pg2
-0.2679384077102166,-0.336251691967886,-0.32127982799077553,-0.2149262586329684,-0.2968141998467435,-0.30298777246496417,0.5040281000717902,0.3449538155083511,0.4106989904036428,-0.38567658463133414,-0.40102631469978284,-0.40333399486254684,-0.3698547172921406,-0.405756171423732,-0.39809003349008043,-0.13379587956326935,-0.13379587956326935,-0.13379587956326935
-1.0162790645450896,-0.8696798741229514,-0.9622317450499376,-1.0215504976536869,-0.8236887024565407,-0.9792193432991858,0.894109644124203,1.007820853389262,1.0306388665877715,-1.007741012575148,-0.8296991370685305,-0.9519924747635815,-1.0592703998410817,-0.845872555691177,-1.0226302261708504,-1.2987072203250016,-1.2987072203250016,-1.2987072203250016
0.667777168363125,0.5467110363018366,0.6171037897103897,0.731846745228496,0.529290820210089,0.6801808740655262,-0.4907749077544125,-0.589358295914398,-0.7375247015561837,0.6968028980304829,0.39436887426636097,0.6131238791165808,0.8154363648310398,0.38391640485490475,0.7780548769334883,0.8899140865606775,0.8899140865606775,0.8899140865606775
0.08285834830736975,-0.025104587892226,0.05225151497764871,0.19980864421864306,-0.018543079051365704,0.11203549693021886,0.09025206402969271,0.09316438056453392,0.02216671481863841,-0.04658257717843945,-0.1523120577766886,-0.07674217505085983,0.03020488144057859,-0.1614435305150961,-0.048386166900074426,0.32510858800953424,0.32510858800953424,0.32510858800953424
-0.5750787392454386,-0.5822767822151331,-0.587628576133254,-0.5470656511709119,-0.5335227777068229,-0.5517245900156665,0.6925601999156448,0.7494795389127709,0.7646766118555737,-0.7385494367874683,-0.6677231218406426,-0.7157261703345951,-0.7802211949998437,-0.6728856757123814,-0.7492429492510393,-0.6280006907955195,-0.6280006907955195,-0.6280006907955195
1.2171527047695216,1.118784467359828,1.1792764995724812,1.2555374276428186,1.0731663820491348,1.243476229688705,-0.9778283542090556,-1.0990663434293724,-1.1675097877370568,1.137389859151142,0.7796820803066483,1.0304356488759592,1.2189315898887543,0.7812127321726612,1.0833212356142676,1.2782178668145883,1.2782178668145883,1.2782178668145883
0.17789799806543813,0.0865257841889416,0.1321025481229799,0.24681779104610294,0.09149870129161457,0.23190031430144767,-0.024125051624220385,-0.11945467781835437,-0.1613370214555222,0.16110830151917052,-0.013755177716123555,0.12086954200911039,0.24245024107358645,0.010912964424224502,0.21775586416497114,0.3957092753284273,0.3957092753284273,0.3957092753284273
-1.5094421251799457,-1.3999370318516926,-1.4070395135776181,-1.6955825823517192,-1.4777445864483505,-1.5612219247548667,0.9031047753425091,1.0758758601479996,1.1069018185931132,-1.1216685334141288,-0.8837608419515388,-1.047051204926162,-1.2047119142658587,-0.888784864110057,-1.1356560615051898,-1.5811099696005733,-1.5811099696005733,-1.5811099696005733
1.5169525755510709,1.579485333200581,1.5302994976274567,1.474767000230693,1.5151147552611395,1.406298380453091,-1.3574521440808354,-1.4848522823639954,-1.565367348910654,1.5961245669541166,1.4354939011448282,1.362155118032515,1.6468579354797634,1.4405032319940776,1.353810414192173,1.490019928771267,1.490019928771267,1.490019928771267
-0.7025709523355304,-0.6436348158301856,-0.703385778545277,-0.6766703083120398,-0.6130853598972509,-0.6778251493310642,0.75413662662958,0.7596948349583375,0.8053629606222427,-0.7748449301520998,-0.6904389225914144,-0.7397866787989826,-0.8111418319247963,-0.701637383610377,-0.7912653752086789,-0.7339017217738587,-0.7339017217738587,-0.7339017217738587
1.438525547498681,1.4155201677418685,1.4836750688781701,1.4075483136456337,1.349854167875549,1.4748915418389394,-1.195174126410737,-1.1671213501881097,-1.3457121630259212,1.2775307918645784,1.1604331171584958,1.2047757266015209,1.379642554646841,1.0611959411686496,1.221463923245126,1.4194192414523739,1.4194192414523739,1.4194192414523739
-0.04115680442571978,-0.10734497748551103,-0.08387038045130314,0.04516173129092306,-0.08702231645904748,-0.017529363465273312,0.2903388852759249,0.1343073660170208,0.16721961599462776,-0.1668954162945311,-0.2783229725690451,-0.20296123584764722,-0.14921115997581239,-0.2532337423605686,-0.1401592810604357,0.14860686971230225,0.14860686971230225,0.14860686971230225
-0.9305115757390279,-0.8250019446040915,-0.9252537498349864,-0.9420303520857403,-0.7808396998589593,-0.9667478594108496,0.7419968560422721,1.0113433692670433,0.9962119560928976,-0.972117657976529,-0.8049683782595314,-0.9377928304239428,-1.0172794114244799,-0.8077880741599819,-1.0013775049968723,-1.1928061893466624,-1.1928061893466624,-1.1928061893466624
0.6434377458641075,0.5013370282503689,0.5994186615641081,0.7094405163668089,0.47684284936316507,0.6995809601140499,-0.4164736612682383,-0.6033074587904125,-0.6574294404048445,0.5472520225928832,0.3474165497020044,0.5046543737443415,0.6955711797145576,0.34424827310259,0.637014090960724,0.8193133992417844,0.8193133992417844,0.8193133992417844
-1.4830937344746602,-1.3764766072341723,-1.3866748205606882,-1.6621050404054343,-1.454271645533463,-1.536278956978194,0.9700929070170521,0.9711162379427792,1.075987858148737,-1.0847009012834865,-0.8649799121257961,-1.0154964397269652,-1.14096195912429,-0.8836802828147978,-1.092667602766916,-1.4752089386222338,-1.4752089386222338,-1.4752089386222338
1.9044516353370173,2.0056400792748756,1.9440243136556126,1.823601229959697,1.8899693091633054,1.8192430692002184,-1.8565722299746696,-1.8566186081050482,-1.8791695961487156,1.9096773012985673,1.707513239005534,1.941185059437777,1.8312365482544803,1.8285744123926906,1.8184721816777878,1.6312213034090526,1.6312213034090526,1.6312213034090526
-0.5511256567860882,-0.5526805542361075,-0.6015623134606267,-0.48687636971892995,-0.5198665135995103,-0.5787461384403948,0.5903959859971555,0.7041095344069459,0.6750005778392416,-0.6582288542490727,-0.6149160134844552,-0.6451223832013921,-0.7050191521082922,-0.617811548605098,-0.704322424951495,-0.5220996598171801,-0.5220996598171801,-0.5220996598171801
-0.4730849687733643,-0.4820672542060111,-0.4836614591520851,-0.4121889401799749,-0.44149143263580537,-0.4457169769648096,0.662210773447375,0.5941365887026093,0.6472802083498626,-0.6320154423746169,-0.5901472365988857,-0.6218507438669844,-0.6637916362083559,-0.5869226816708343,-0.6424963269908303,-0.4867993161577336,-0.4867993161577336,-0.4867993161577336
0.30036779063986,0.19067975721617392,0.264473052733024,0.3944352988407436,0.1948113080164988,0.3760152392333303,-0.13594257709406282,-0.15503208818394687,-0.30108856164621595,0.22193685984322797,0.1099936615202981,0.15518534916323665,0.31192624009014647,0.2110986525696267,0.25591415900006853,0.5722109936256593,0.5722109936256593,0.5722109936256593
1.1143862542181135,1.0486610003711965,1.1321161578490637,1.1281294596057765,1.003103809672489,1.1797330898149867,-0.9251739275653105,-1.1409138320574155,-1.1855855125423431,1.0839548272532138,0.886322785086422,1.0525239845153964,1.0811248006306324,0.9429603081549675,1.0755929733691845,1.242917523155142,1.242917523155142,1.242917523155142
-0.10876631136743549,-0.18803852589522288,-0.12031246269212582,-0.05412861621380571,-0.1713349035563667,-0.052865234482224605,0.2803199179839893,0.25372065427381174,0.22930302415978093,-0.23982247240679905,-0.3033198579140366,-0.2502933836464425,-0.18585784077575632,-0.3107371581565595,-0.18073265784712128,0.0780061823934092,0.0780061823934092,0.0780061823934092
0.38149919896991824,0.2793653184076786,0.3314621744992406,0.45154921554700417,0.26685304910434904,0.4155082715463947,-0.046356920651579786,-0.24372903798648343,-0.2855677096049275,0.2454617166536373,0.07520712145844685,0.21119505739181096,0.3539172285067483,0.05765370881454877,0.32884963393803884,0.6075113372851061,0.6075113372851061,0.6075113372851061
1.6996914143135355,1.7749029360586062,1.7039353012454905,1.643912061245387,1.6958128585941263,1.6633495205960183,-2.285925200565542,-2.5286441872681906,-2.2070236435887662,2.404371433083168,2.3344313216502637,2.328914236822908,2.2144997516205587,2.3936146611901967,2.3053527031180168,1.5606206160901597,1.5606206160901597,1.5606206160901597
-1.4890820050894975,-1.4010198206801934,-1.4032881227587093,-1.646596415330581,-1.4743008328908545,-1.5598362043228293,0.8981318572705997,1.0713670398244388,1.104666304924615,-1.1062093417958603,-0.8780581304659894,-1.0360070371064427,-1.1810442662492284,-0.8891846204765532,-1.1211655697956597,-1.5458096259411267,-1.5458096259411267,-1.5458096259411267
